359
-2.9	0.2
-2.2	0
-0.8	0.4
-4.9	0
-3.7	0
-2.1	0.2
-2.4	0
-0.3	0
1.9	24.2
1.1	0.7
0	1.1
-0.7	11.7
-1	5.6
-10.1	0
-13.8	0
-12.7	0
-13.3	0
-7.2	0
-12.3	0
-13.1	0
-8.9	0
-5.4	0
-0.9	7.2
0.8	7.3
1.6	0.2
3.5	23.4
0.6	0
0.2	0.2
0.2	0
-0.2	0
0.3	0
1.8	0
-1.7	0
-2.7	0
-2	0
-3	0
-1.9	0
0.7	0
1.1	0.8
9.6	0
5.1	0
-0.4	0
-1.5	0
-2.2	0
-5.3	0
-4.5	2.4
-4.5	0
-8.7	0
-5.2	0
-6.1	0
-4.1	0
2.4	0
3.4	0
-0.6	0
-8.5	0
-1.7	0
3.8	0
3.6	2.7
3.4	9
-7.2	0
0	0
5	0
6.4	0
11.4	0
11.3	1.2
5.6	0
5.3	0
6.1	2.5
5.9	22.4
-0.9	0
2.3	0
7.8	0
9.9	0
4.1	25.3
5	0
4.2	3
0.7	0.2
-1.5	0
-1.5	0.4
-3.7	0
-7.9	0
-7.8	1
-5.2	0
-4	0
6.8	8.9
4.6	0.2
2.1	0
-0.2	0
0.4	0.9
4.4	0
5.9	0
4.2	5.4
3.7	17.2
1.9	0.6
1.3	0
6.3	0
5.5	0
8.4	0
11.5	0
10.4	0
10.5	24.5
8.3	10
6.8	1.8
11.9	4.7
9.5	0
10.1	0
6.4	17.2
8.4	0.2
8.4	4.2
4	0
4.9	0
5.1	0
10.2	0.2
3.1	0
3.3	0
4.5	0
13	3.3
17	0.2
11.3	14.4
15	4.1
13.6	0
14.5	0
11.3	8.1
15.6	0
13.2	0.7
11.6	0
11.3	27
12	0
10	0
10.3	0
8.3	9.3
11.9	0
16.9	0.4
16	0
14.9	0
15.1	0
14.6	4.7
16.6	0
17.9	0.2
20.3	0.8
20.7	5.8
21.4	0
18.5	0
17.2	0
14.5	11.4
14.7	16
18.5	16.3
15.8	1.4
12.7	0
10.5	0
12.8	0
14.9	0
15.1	9.7
18.1	0
20	0.2
21	8.8
18.5	0.8
14.8	7
15.1	6.9
14.1	0
13.2	0
13.6	0
16.6	0
22.3	7.8
16.8	0
15.2	0
17	0
20.5	0.8
26.2	0
26.3	3.5
24.2	14.8
23.9	0.2
24.5	2.5
20.4	1.2
19.1	0
18.6	0
20.6	6.8
14.8	0
13.7	0.2
21.2	10.3
15.6	0
16.5	0
16.6	0
22.5	0.5
21.9	0
20.7	0
20.2	0
21.8	0
23.7	0
19.6	55.3
21.1	3
20.9	0
20.8	0
21.9	9.6
22.2	11.8
23.4	65.7
20	0
16.3	0
17	0
18.3	0
20.6	0
19.3	1.3
21.5	0.2
20	0
17.9	0
18.3	0
18.6	0
20.5	0
21.6	0
23.4	1.4
23.9	0.2
24.4	11.2
23.2	0.2
22.8	0
21	0
23.3	1
15.7	1
17.6	0
18.9	0
20.4	11.6
18	0
17.2	1.5
17.7	0
18.3	0
18.4	0
19	0
18.5	6.5
22.4	14.4
20.5	22.9
13.4	0
13.7	0
12.9	0
15.5	0
16.2	0
17.6	0
19.6	0
20.8	0
24	0.5
21.8	1.4
16	0
19.4	31.1
19.9	0.2
17	0
12.5	0
12.9	0
14.9	0
17.3	0
16.6	0.2
10.5	0.7
11.4	0.5
14	0.2
15.9	0
17.8	0
18.4	0.2
18.6	0
19.4	0.2
18.8	0
17.5	0.2
17.5	0
18.5	0.2
17.3	0.2
19.9	0
16.8	2.4
18.2	10
18.1	7.6
18.5	0.4
16.3	0
15.3	0.2
19.4	0
18.5	0.2
17.3	0
15.8	4.2
11.7	0.2
13.2	0
12.6	0.9
10.1	0
15	0
10.2	0
8.2	3.2
6.8	0
6.7	0
10.7	0
11.1	0
9.2	0.8
5.4	0
5.6	0
4.1	0
5.7	0
9.3	0
11.3	0
16.5	0
14.7	0
12	0
5.1	0
4	0.4
3.8	0
3.4	0
5.4	0
9.7	21.8
19	0
17.9	0.5
7.4	0
2.6	0
3.2	0
12.2	0.2
18.4	0.2
15	1.8
9.3	0
6.1	0
1.9	0
8.5	11.1
7.4	1
1.8	0
1.8	0
6.2	3.3
6.1	1.6
5	0
7.6	0.7
4.5	0
3.6	1.2
6.2	15.3
4.8	3.2
1.1	0
2.1	3
3.5	0.6
0	0
1.3	0.4
-4.6	0
-4	3.5
-5.3	0
-4.3	0
-1.4	1.3
-5.4	1.5
-8.1	0
-0.7	0
2.8	0
2.5	2.7
5	0
0.5	1
-6.7	0
-10.3	0
-8.8	0
-1.7	2.7
5.3	13.5
4.3	0
0.1	0
-2.7	0
-5.8	0.2
-12.4	0
-15	0
-4.6	2.9
-1.1	0
-3.2	0
-2.4	0
0.3	0.2
6.1	1.8
4.6	29.2
2.3	3.7
-0.2	3.2
